"","X","jj","date","tmp","rain","humidity","insolation","market","volume","trade_price","year","month","area","output10a","output","total_indices","indices","X5humidity","X10humidity","y"
"1",4,105,2019-01-04,3.8,0,24.8,9.13,1,20.2,23.36,2019,1,5913,3368,199157,98.884,127.17,62,3,1156.33663366337
"2",5,105,2019-01-05,1.9,0,37.3,10.31,1,28.6,41.7,2019,1,5913,3368,199157,98.884,127.17,49,3,1457.9020979021
"3",7,105,2019-01-07,2.6,0,22.1,10.14,1,26.6,39.33,2019,1,5913,3368,199157,98.884,127.17,52,3,1478.7030075188
"4",8,105,2019-01-08,0.9,0,21,11.35,1,24.04,34.93,2019,1,5913,3368,199157,98.884,127.17,46,3,1453.09900166389
"5",9,105,2019-01-09,0.1,0,20.4,9.71,1,35.22,48.04,2019,1,5913,3368,199157,98.884,127.17,48,3,1363.99772856332
"6",10,105,2019-01-10,4.4,0,18.9,9.87,1,17,23.49,2019,1,5913,3368,199157,98.884,127.17,56,3,1381.73529411765
"7",12,105,2019-01-12,3.3,2,73.3,2.07,1,10,15.41,2019,1,5913,3368,199157,98.884,127.17,64,3,1541.2
"8",14,105,2019-01-14,5.5,0,37.6,9.26,1,15.6,18.46,2019,1,5913,3368,199157,98.884,127.17,74,3,1183.46153846154
"9",15,105,2019-01-14,5.5,0,37.6,9.26,1,2.66,3.35,2019,1,5913,3368,199157,98.884,127.17,74,3,1258.27067669173
"10",16,105,2019-01-14,5.5,0,37.6,9.26,1,0.48,0.74,2019,1,5913,3368,199157,98.884,127.17,74,3,1531.25
"11",17,105,2019-01-15,2.6,0,38.1,7.97,1,22.56,33.57,2019,1,5913,3368,199157,98.884,127.17,63,3,1488.05407801418
"12",18,105,2019-01-15,2.6,0,38.1,7.97,1,10,9.65,2019,1,5913,3368,199157,98.884,127.17,63,3,965
"13",19,105,2019-01-15,2.6,0,38.1,7.97,1,3.46,3.69,2019,1,5913,3368,199157,98.884,127.17,63,3,1067.77456647399
"14",20,105,2019-01-15,2.6,0,38.1,7.97,1,0.44,0.57,2019,1,5913,3368,199157,98.884,127.17,63,3,1304.54545454545
"15",21,105,2019-01-16,-1.6,0,28.1,9.6,1,0.84,0.95,2019,1,5913,3368,199157,98.884,127.17,56,3,1130.95238095238
"16",22,105,2019-01-17,2.7,0,32.5,12.06,1,20,25.51,2019,1,5913,3368,199157,98.884,127.17,56,3,1275.55
"17",23,105,2019-01-18,4.4,0,24,11.44,1,40.88,39.52,2019,1,5913,3368,199157,98.884,127.17,50,3,966.719667318982
"18",24,105,2019-01-18,4.4,0,24,11.44,1,4.68,4.21,2019,1,5913,3368,199157,98.884,127.17,50,3,899.786324786325
"19",27,105,2019-01-21,2.1,0,35,12.17,1,5.62,5.71,2019,1,5913,3368,199157,98.884,127.17,65,3,1015.56939501779
"20",28,105,2019-01-22,4.7,0,34.4,12.39,1,2.4,2.95,2019,1,5913,3368,199157,98.884,127.17,72,3,1230.83333333333
"21",29,105,2019-01-22,4.7,0,34.4,12.39,1,1.08,0.73,2019,1,5913,3368,199157,98.884,127.17,72,3,674.074074074074
"22",30,105,2019-01-23,5.5,0,39.3,11.89,1,20.36,27.38,2019,1,5913,3368,199157,98.884,127.17,56,3,1344.72003929273
"23",31,105,2019-01-23,5.5,0,39.3,11.89,1,10,8,2019,1,5913,3368,199157,98.884,127.17,56,3,800
"24",32,105,2019-01-23,5.5,0,39.3,11.89,1,3.5,3.37,2019,1,5913,3368,199157,98.884,127.17,56,3,962.142857142857
"25",33,105,2019-01-23,5.5,0,39.3,11.89,1,0.58,0.71,2019,1,5913,3368,199157,98.884,127.17,56,3,1227.58620689655
"26",34,105,2019-01-24,2.7,0,35.8,12.12,1,10,12.36,2019,1,5913,3368,199157,98.884,127.17,45,3,1236.1
"27",35,105,2019-01-24,2.7,0,35.8,12.12,1,1.16,1.12,2019,1,5913,3368,199157,98.884,127.17,45,3,965.51724137931
"28",36,105,2019-01-25,1.3,1.5,41.8,12.54,1,10,12.76,2019,1,5913,3368,199157,98.884,127.17,42,3,1276.3
"29",37,105,2019-01-25,1.3,1.5,41.8,12.54,1,3.42,2.61,2019,1,5913,3368,199157,98.884,127.17,42,3,763.888888888889
"30",38,105,2019-01-26,0,0.1,36.4,13.45,1,8.64,12.06,2019,1,5913,3368,199157,98.884,127.17,42,3,1396.12268518518
"31",40,105,2019-01-28,4.1,0,30.8,12.41,1,12,12.5,2019,1,5913,3368,199157,98.884,127.17,49,3,1041.66666666667
"32",41,105,2019-01-29,3.7,0,29,12.49,1,10.26,13.88,2019,1,5913,3368,199157,98.884,127.17,44,3,1352.43664717349
"33",42,105,2019-01-29,3.7,0,29,12.49,1,1.06,0.72,2019,1,5913,3368,199157,98.884,127.17,44,3,675.943396226415
"34",43,105,2019-01-30,8.3,0,18,11.17,1,0.56,0.28,2019,1,5913,3368,199157,98.884,127.17,52,3,500
"35",44,105,2019-01-31,2.4,13,56.4,1.77,1,10,14.58,2019,1,5913,3368,199157,98.884,127.17,53,4,1458.1
"36",45,105,2019-01-31,2.4,13,56.4,1.77,1,6,4.5,2019,1,5913,3368,199157,98.884,127.17,53,4,750
"37",46,105,2019-02-01,0.3,0,30.3,12.03,1,11.4,13.29,2019,2,5913,3368,199157,99.311,126.043,46,3,1165.78947368421
"38",47,105,2019-02-01,0.3,0,30.3,12.03,1,3.36,3.65,2019,2,5913,3368,199157,99.311,126.043,46,3,1084.82142857143
"39",48,105,2019-02-02,4.9,0,36.1,11.68,1,10.02,14.17,2019,2,5913,3368,199157,99.311,126.043,73,3,1414.67065868263
"40",49,105,2019-02-02,4.9,0,36.1,11.68,1,4,5.7,2019,2,5913,3368,199157,99.311,126.043,73,3,1425
"41",51,105,2019-02-04,4.3,0,24.1,14.26,1,6,6.97,2019,2,5913,3368,199157,99.311,126.043,43,18,1161.66666666667
"42",55,105,2019-02-08,-1.5,0,39.9,12.52,1,4,5.3,2019,2,5913,3368,199157,99.311,126.043,44,7,1325
"43",56,105,2019-02-08,-1.5,0,39.9,12.52,1,5.24,2.77,2019,2,5913,3368,199157,99.311,126.043,44,7,529.484732824428
"44",57,105,2019-02-09,-0.5,0,35.4,14.23,1,9.56,13.44,2019,2,5913,3368,199157,99.311,126.043,42,4,1405.96234309623
"45",61,105,2019-02-13,0.2,0,33.6,14.51,1,9.04,11.3,2019,2,5913,3368,199157,99.311,126.043,40,4,1250.11061946903
"46",62,105,2019-02-13,0.2,0,33.6,14.51,1,5.94,6.03,2019,2,5913,3368,199157,99.311,126.043,40,4,1015.15151515152
"47",63,105,2019-02-14,-0.2,0,63.3,8.41,1,10.4,14.69,2019,2,5913,3368,199157,99.311,126.043,53,4,1412.69230769231
"48",64,105,2019-02-14,-0.2,0,63.3,8.41,1,1.08,1.16,2019,2,5913,3368,199157,99.311,126.043,53,4,1077.31481481482
"49",65,105,2019-02-15,3,0,49.8,10.84,1,9,10.8,2019,2,5913,3368,199157,99.311,126.043,82,4,1200
"50",66,105,2019-02-15,3,0,49.8,10.84,1,0.02,0.01,2019,2,5913,3368,199157,99.311,126.043,82,4,500
"51",67,105,2019-02-16,0.9,0,38.6,15.38,1,3.88,4.38,2019,2,5913,3368,199157,99.311,126.043,69,5,1128.09278350516
"52",69,105,2019-02-18,5.7,0,30.4,13.83,1,22.02,25.85,2019,2,5913,3368,199157,99.311,126.043,62,4,1174.06902815622
"53",70,105,2019-02-19,3.9,6,73.1,2.76,1,19.2,19.43,2019,2,5913,3368,199157,99.311,126.043,92,7,1011.77083333333
"54",71,105,2019-02-19,3.9,6,73.1,2.76,1,0.68,0.25,2019,2,5913,3368,199157,99.311,126.043,92,7,361.764705882353
"55",72,105,2019-02-20,4.3,0,47.9,16.79,1,20.5,23.7,2019,2,5913,3368,199157,99.311,126.043,79,7,1156.21951219512
"56",73,105,2019-02-20,4.3,0,47.9,16.79,1,12.16,12.8,2019,2,5913,3368,199157,99.311,126.043,79,7,1052.30263157895
"57",74,105,2019-02-20,4.3,0,47.9,16.79,1,1.68,1.09,2019,2,5913,3368,199157,99.311,126.043,79,7,645.833333333333
"58",75,105,2019-02-21,5.3,0,51.6,16.6,1,4.64,1.71,2019,2,5913,3368,199157,99.311,126.043,77,8,367.887931034483
"59",76,105,2019-02-22,6.1,0,51.3,15.48,1,14.9,13.94,2019,2,5913,3368,199157,99.311,126.043,73,10,935.402684563758
"60",77,105,2019-02-22,6.1,0,51.3,15.48,1,3.56,3.12,2019,2,5913,3368,199157,99.311,126.043,73,10,875.140449438202
"61",78,105,2019-02-22,6.1,0,51.3,15.48,1,0.96,0.57,2019,2,5913,3368,199157,99.311,126.043,73,10,597.916666666667
"62",79,105,2019-02-23,4.9,0.2,56,11.41,1,10,8.91,2019,2,5913,3368,199157,99.311,126.043,65,12,891
"63",80,105,2019-02-23,4.9,0.2,56,11.41,1,9.24,5.1,2019,2,5913,3368,199157,99.311,126.043,65,12,551.948051948052
"64",82,105,2019-02-25,7.9,0,36.5,14.78,1,4.2,2.87,2019,2,5913,3368,199157,99.311,126.043,59,14,682.619047619048
"65",83,105,2019-02-26,6,0,47.8,17.52,1,6,3.88,2019,2,5913,3368,199157,99.311,126.043,59,11,646.666666666667
"66",84,105,2019-02-26,6,0,47.8,17.52,1,2.7,1.48,2019,2,5913,3368,199157,99.311,126.043,59,11,550
"67",85,105,2019-02-27,8.3,0,60,12.74,1,15.9,14,2019,2,5913,3368,199157,99.311,126.043,51,13,880.817610062893
"68",86,105,2019-02-27,8.3,0,60,12.74,1,7.86,5.19,2019,2,5913,3368,199157,99.311,126.043,51,13,660.941475826972
"69",87,105,2019-02-28,7.1,0,51.6,15.24,1,10.06,9.85,2019,2,5913,3368,199157,99.311,126.043,55,13,979.025844930418
"70",88,105,2019-02-28,7.1,0,51.6,15.24,1,2.12,0.58,2019,2,5913,3368,199157,99.311,126.043,55,13,275
"71",89,105,2019-03-01,7.3,0,43.8,17.35,1,2.68,2.39,2019,3,5913,3368,199157,99.121,126.043,58,12,891.791044776119
"72",90,105,2019-03-01,7.3,0,43.8,17.35,1,0.94,0.63,2019,3,5913,3368,199157,99.121,126.043,58,12,672.340425531915
"73",91,105,2019-03-02,8.5,0,44.1,16.39,1,8.74,7.39,2019,3,5913,3368,199157,99.121,126.043,54,11,845.766590389016
"74",92,105,2019-03-02,8.5,0,44.1,16.39,1,5,5,2019,3,5913,3368,199157,99.121,126.043,54,11,1000
"75",94,105,2019-03-04,8.9,0,62.9,14.64,1,4.8,5.52,2019,3,5913,3368,199157,99.121,126.043,50,12,1150
"76",95,105,2019-03-04,8.9,0,62.9,14.64,1,2.06,2.35,2019,3,5913,3368,199157,99.121,126.043,50,12,1139.07766990291
"77",96,105,2019-03-05,12.2,0,36.8,14.05,1,20.38,23.97,2019,3,5913,3368,199157,99.121,126.043,70,11,1176.1040235525
"78",97,105,2019-03-05,12.2,0,36.8,14.05,1,1.06,0.69,2019,3,5913,3368,199157,99.121,126.043,70,11,647.169811320755
"79",98,105,2019-03-06,9.5,6,56,8.46,1,28.64,30.6,2019,3,5913,3368,199157,99.121,126.043,67,11,1068.47067039106
"80",99,105,2019-03-06,9.5,6,56,8.46,1,4.98,4.62,2019,3,5913,3368,199157,99.121,126.043,67,11,928.112449799197
"81",100,105,2019-03-06,9.5,6,56,8.46,1,0.76,0.35,2019,3,5913,3368,199157,99.121,126.043,67,11,460.526315789474
"82",101,105,2019-03-07,5.8,5,70.8,7.97,1,30.16,22.34,2019,3,5913,3368,199157,99.121,126.043,59,11,740.749336870027
"83",102,105,2019-03-07,5.8,5,70.8,7.97,1,9.78,6.7,2019,3,5913,3368,199157,99.121,126.043,59,11,685.173824130879
"84",103,105,2019-03-07,5.8,5,70.8,7.97,1,6.6,5.38,2019,3,5913,3368,199157,99.121,126.043,59,11,815.151515151515
"85",104,105,2019-03-07,5.8,5,70.8,7.97,1,7.64,4.33,2019,3,5913,3368,199157,99.121,126.043,59,11,567.146596858639
"86",105,105,2019-03-07,5.8,5,70.8,7.97,1,0.74,0.31,2019,3,5913,3368,199157,99.121,126.043,59,11,425
"87",106,105,2019-03-08,9.6,0,41.1,19.4,1,9.52,8.66,2019,3,5913,3368,199157,99.121,126.043,55,10,909.558823529412
"88",107,105,2019-03-08,9.6,0,41.1,19.4,1,4.8,3.84,2019,3,5913,3368,199157,99.121,126.043,55,10,800
"89",108,105,2019-03-08,9.6,0,41.1,19.4,1,5.12,2.18,2019,3,5913,3368,199157,99.121,126.043,55,10,424.8046875
"90",109,105,2019-03-09,13.2,0,10.4,14.36,1,10.08,9.65,2019,3,5913,3368,199157,99.121,126.043,48,9,957.787698412699
"91",110,105,2019-03-09,13.2,0,10.4,14.36,1,0.66,0.23,2019,3,5913,3368,199157,99.121,126.043,48,9,346.969696969697
"92",112,105,2019-03-11,8.3,0,50.3,12.35,1,2.2,0.88,2019,3,5913,3368,199157,99.121,126.043,66,9,401.590909090909
"93",113,105,2019-03-12,6.6,0.5,48,15.93,1,6,6.01,2019,3,5913,3368,199157,99.121,126.043,67,9,1001.58333333333
"94",114,105,2019-03-12,6.6,0.5,48,15.93,1,2.4,0.08,2019,3,5913,3368,199157,99.121,126.043,67,9,35
"95",115,105,2019-03-13,4.6,0,23.3,21.29,1,20,20.06,2019,3,5913,3368,199157,99.121,126.043,34,8,1002.825
"96",116,105,2019-03-13,4.6,0,23.3,21.29,1,9.8,9.24,2019,3,5913,3368,199157,99.121,126.043,34,8,943.061224489796
"97",117,105,2019-03-14,6.3,0,27.3,20.8,1,33,31.24,2019,3,5913,3368,199157,99.121,126.043,57,7,946.575757575758
"98",118,105,2019-03-14,6.3,0,27.3,20.8,1,11.42,11.03,2019,3,5913,3368,199157,99.121,126.043,57,7,965.542907180385
"99",119,105,2019-03-15,5.5,9.5,62.4,13.55,1,22,20.88,2019,3,5913,3368,199157,99.121,126.043,87,9,949.068181818182
"100",120,105,2019-03-15,5.5,9.5,62.4,13.55,1,10.28,8.07,2019,3,5913,3368,199157,99.121,126.043,87,9,785.311284046693
"101",121,105,2019-03-16,5.9,0.6,57.6,20.51,1,22,18.83,2019,3,5913,3368,199157,99.121,126.043,83,11,855.772727272727
"102",122,105,2019-03-16,5.9,0.6,57.6,20.51,1,5.22,3.4,2019,3,5913,3368,199157,99.121,126.043,83,11,650.766283524904
"103",124,105,2019-03-18,12.3,0,26.3,18.87,1,20.18,18.83,2019,3,5913,3368,199157,99.121,126.043,57,9,933.002973240832
"104",125,105,2019-03-18,12.3,0,26.3,18.87,1,10.2,8.91,2019,3,5913,3368,199157,99.121,126.043,57,9,873.725490196078
"105",126,105,2019-03-19,17,0,25.8,18.87,1,10,8.29,2019,3,5913,3368,199157,99.121,126.043,53,9,829.2
"106",127,105,2019-03-19,17,0,25.8,18.87,1,0.8,0.11,2019,3,5913,3368,199157,99.121,126.043,53,9,143.75
"107",128,105,2019-03-20,16.9,9.5,44.9,8.82,1,4.92,4.4,2019,3,5913,3368,199157,99.121,126.043,85,9,894.918699186992
"108",130,105,2019-03-22,5.4,0,55.5,13.42,1,6,6.8,2019,3,5913,3368,199157,99.121,126.043,58,15,1132.83333333333
"109",131,105,2019-03-23,5,1,40.6,19.07,1,11.2,12.25,2019,3,5913,3368,199157,99.121,126.043,67,13,1093.92857142857
"110",132,105,2019-03-23,5,1,40.6,19.07,1,8.08,3.43,2019,3,5913,3368,199157,99.121,126.043,67,13,423.886138613861
"111",133,105,2019-03-23,5,1,40.6,19.07,1,7.52,2.4,2019,3,5913,3368,199157,99.121,126.043,67,13,319.281914893617
"112",135,105,2019-03-25,11.4,0,39.6,21.01,1,11.7,10.7,2019,3,5913,3368,199157,99.121,126.043,68,13,914.487179487179
"113",136,105,2019-03-25,11.4,0,39.6,21.01,1,10.04,10.59,2019,3,5913,3368,199157,99.121,126.043,68,13,1054.48207171315
"114",137,105,2019-03-25,11.4,0,39.6,21.01,1,10.62,5.67,2019,3,5913,3368,199157,99.121,126.043,68,13,533.521657250471
"115",138,105,2019-03-26,12.6,0,34.9,23.37,1,10,11.25,2019,3,5913,3368,199157,99.121,126.043,54,13,1124.9
"116",139,105,2019-03-26,12.6,0,34.9,23.37,1,6.62,3.15,2019,3,5913,3368,199157,99.121,126.043,54,13,475.679758308157
"117",140,105,2019-03-26,12.6,0,34.9,23.37,1,1.14,0.64,2019,3,5913,3368,199157,99.121,126.043,54,13,560.526315789474
"118",141,105,2019-03-27,12.8,0.5,57.6,17.98,1,2.7,1.86,2019,3,5913,3368,199157,99.121,126.043,68,12,689.62962962963
"119",142,105,2019-03-28,5.7,10,84.5,3.18,1,4.8,6.34,2019,3,5913,3368,199157,99.121,126.043,55,12,1321.04166666667
"120",143,105,2019-03-28,5.7,10,84.5,3.18,1,6.8,4.24,2019,3,5913,3368,199157,99.121,126.043,55,12,622.867647058824
"121",144,105,2019-03-28,5.7,10,84.5,3.18,1,7.98,3.18,2019,3,5913,3368,199157,99.121,126.043,55,12,398.496240601504
"122",145,105,2019-03-29,7.3,0,69,13.41,1,14.14,12.55,2019,3,5913,3368,199157,99.121,126.043,43,11,887.765205091938
"123",146,105,2019-03-29,7.3,0,69,13.41,1,9.6,12.37,2019,3,5913,3368,199157,99.121,126.043,43,11,1288.33333333333
"124",147,105,2019-03-29,7.3,0,69,13.41,1,5.56,1.96,2019,3,5913,3368,199157,99.121,126.043,43,11,352.517985611511
"125",148,105,2019-03-29,7.3,0,69,13.41,1,0.42,0.46,2019,3,5913,3368,199157,99.121,126.043,43,11,1092.85714285714
"126",149,105,2019-03-30,7.7,2,58.6,21.39,1,13.12,15.08,2019,3,5913,3368,199157,99.121,126.043,89,11,1149.61890243902
"127",150,105,2019-03-30,7.7,2,58.6,21.39,1,3.58,1.01,2019,3,5913,3368,199157,99.121,126.043,89,11,283.240223463687
"128",153,105,2019-04-02,7.2,0,35.8,20.15,1,6.7,7.81,2019,4,5913,3368,199157,99.481,144.933,47,11,1165.22388059702
"129",154,105,2019-04-02,7.2,0,35.8,20.15,1,1,0.33,2019,4,5913,3368,199157,99.481,144.933,47,11,325
"130",155,105,2019-04-03,10,0,29.4,24.92,1,13.6,10.04,2019,4,5913,3368,199157,99.481,144.933,45,10,738.235294117647
"131",156,105,2019-04-04,14.2,0,18.8,25.47,1,15.28,12.15,2019,4,5913,3368,199157,99.481,144.933,43,9,794.993455497382
"132",157,105,2019-04-05,12.8,0,37.1,22.51,1,12.4,7.26,2019,4,5913,3368,199157,99.481,144.933,37,9,585.483870967742
"133",158,105,2019-04-06,11.6,2.5,39.8,10.38,1,8.46,5.76,2019,4,5913,3368,199157,99.481,144.933,55,8,680.378250591017
"134",159,105,2019-04-06,11.6,2.5,39.8,10.38,1,0.78,0.61,2019,4,5913,3368,199157,99.481,144.933,55,8,780.769230769231
"135",160,105,2019-04-06,11.6,2.5,39.8,10.38,1,0.08,0.03,2019,4,5913,3368,199157,99.481,144.933,55,8,425
"136",162,105,2019-04-08,9.7,0,38.5,25.85,1,10,11.17,2019,4,5913,3368,199157,99.481,144.933,36,13,1117.35
"137",163,105,2019-04-09,8.2,11.5,50.5,11.72,1,11.2,9.99,2019,4,5913,3368,199157,99.481,144.933,61,11,892.053571428571
"138",165,105,2019-04-11,8.5,0,64,16.85,1,9.62,9.66,2019,4,5913,3368,199157,99.481,144.933,72,16,1004.05405405405
"139",169,105,2019-04-15,14.2,0,27.1,25.66,1,11,13.24,2019,4,5913,3368,199157,99.481,144.933,53,12,1203.77272727273
"140",170,105,2019-04-16,19.7,0,14.5,26.11,1,7,7.86,2019,4,5913,3368,199157,99.481,144.933,44,10,1122.21428571429
"141",171,105,2019-04-17,20.3,0,16.9,27.29,1,2.82,1.9,2019,4,5913,3368,199157,99.481,144.933,44,9,675
"142",173,105,2019-04-19,10.8,0,51.4,14.08,1,1.32,1.91,2019,4,5913,3368,199157,99.481,144.933,57,8,1448.48484848485
"143",174,105,2019-04-19,10.8,0,51.4,14.08,1,0.28,0.08,2019,4,5913,3368,199157,99.481,144.933,57,8,271.428571428571
"144",179,105,2019-04-24,18.1,5.5,78.9,17.26,1,0.02,0.02,2019,4,5913,3368,199157,99.481,144.933,76,7,1200
"145",180,105,2019-04-25,10.8,7,76.1,6.2,1,6,6.22,2019,4,5913,3368,199157,99.481,144.933,75,6,1035.91666666667
"146",181,105,2019-04-25,10.8,7,76.1,6.2,1,3.7,5,2019,4,5913,3368,199157,99.481,144.933,75,6,1350
"147",183,105,2019-04-27,11.6,0,54.9,27.53,1,6,6.82,2019,4,5913,3368,199157,99.481,144.933,67,15,1137.5
"148",185,105,2019-04-29,12.7,0.5,69.6,10.96,1,5.14,5.02,2019,4,5913,3368,199157,99.481,144.933,76,13,976.653696498055
"149",187,105,2019-05-01,16.5,0,61.9,26.08,1,5.42,5.68,2019,5,5913,3368,199157,99.652,123.373,60,10,1047.04797047971
"150",188,105,2019-05-02,19.3,0,41.4,28.54,1,5.76,6.62,2019,5,5913,3368,199157,99.652,123.373,47,8,1149.65277777778
"151",189,105,2019-05-03,16.9,0,55,27.91,1,4.26,4.69,2019,5,5913,3368,199157,99.652,123.373,48,6,1100.11737089202
"152",190,105,2019-05-03,16.9,0,55,27.91,1,1.92,0.53,2019,5,5913,3368,199157,99.652,123.373,48,6,275
"153",194,105,2019-05-07,17.8,0,24.1,29.93,1,3.66,3.79,2019,5,5913,3368,199157,99.652,123.373,43,3,1034.69945355191
"154",197,105,2019-05-10,21.3,0,31.5,27.59,1,2.4,3.64,2019,5,5913,3368,199157,99.652,123.373,50,2,1515.83333333333
"155",198,105,2019-05-11,19.8,0,44.5,25.57,1,0.68,0.62,2019,5,5913,3368,199157,99.652,123.373,56,2,914.705882352941
"156",200,105,2019-05-13,16.2,0,75.6,15.1,1,4.8,4.32,2019,5,5913,3368,199157,99.652,123.373,68,2,900
"157",201,105,2019-05-14,18.9,0,69.5,25.78,1,4.8,4.39,2019,5,5913,3368,199157,99.652,123.373,57,2,914.583333333333
"158",202,105,2019-05-15,18.8,0,66.4,25.63,1,10,5.57,2019,5,5913,3368,199157,99.652,123.373,58,2,557
"159",203,105,2019-05-15,18.8,0,66.4,25.63,1,6.04,4.62,2019,5,5913,3368,199157,99.652,123.373,58,2,764.900662251656
"160",204,105,2019-05-16,20.7,0,62.1,27.43,1,4,1.56,2019,5,5913,3368,199157,99.652,123.373,62,2,389
"161",205,105,2019-05-17,24.3,0,44.9,20.37,1,4.8,6.97,2019,5,5913,3368,199157,99.652,123.373,65,1,1453.07612095933
"162",206,105,2019-05-18,22,0,52,13.47,1,2.26,3.53,2019,5,5913,3368,199157,99.652,123.373,64,1,1563.49557522124
"163",210,105,2019-05-22,23.3,0,24.4,29.79,1,1.6,0.24,2019,5,5913,3368,199157,99.652,123.373,51,8,150
"164",211,105,2019-05-23,26.1,0,24.6,30.57,1,12.88,15.93,2019,5,5913,3368,199157,99.652,123.373,58,6,1236.80124223603
"165",212,105,2019-05-23,26.1,0,24.6,30.57,1,0.08,0.16,2019,5,5913,3368,199157,99.652,123.373,58,6,2050
"166",213,105,2019-05-24,29,0,26.4,29.79,1,0.54,0.8,2019,5,5913,3368,199157,99.652,123.373,64,5,1483.33333333333
"167",216,105,2019-05-27,22.4,0.5,56.4,10.6,1,2.68,1.03,2019,5,5913,3368,199157,99.652,123.373,90,5,385.634328358209
"168",217,105,2019-05-27,22.4,0.5,56.4,10.6,1,0.28,0.2,2019,5,5913,3368,199157,99.652,123.373,90,5,700
"169",219,105,2019-05-29,22.7,0,25.5,30.66,1,1.18,0.91,2019,5,5913,3368,199157,99.652,123.373,55,9,768.64406779661
"170",220,105,2019-05-30,24.3,0,27.1,19.07,1,3.68,3.94,2019,5,5913,3368,199157,99.652,123.373,59,7,1070.38043478261
"171",221,105,2019-05-30,24.3,0,27.1,19.07,1,2.46,2.7,2019,5,5913,3368,199157,99.652,123.373,59,7,1096.34146341463
"172",222,105,2019-05-30,24.3,0,27.1,19.07,1,0.42,0.78,2019,5,5913,3368,199157,99.652,123.373,59,7,1861.90476190476
"173",223,105,2019-05-30,24.3,0,27.1,19.07,1,1,0.78,2019,5,5913,3368,199157,99.652,123.373,59,7,778
"174",224,105,2019-05-31,21.8,0,36.9,24.19,1,2.44,0.55,2019,5,5913,3368,199157,99.652,123.373,56,6,226.844262295082
"175",225,105,2019-06-01,23.6,0,31.6,25.81,1,1.02,0.72,2019,6,5913,3368,199157,99.491,93.763,64,5,703.921568627451
"176",226,105,2019-06-01,23.6,0,31.6,25.81,1,0.42,0.49,2019,6,5913,3368,199157,99.491,93.763,64,5,1163.09523809524
"177",228,105,2019-06-03,26.2,0,37.1,27.42,1,3.78,3.14,2019,6,5913,3368,199157,99.491,93.763,59,3,830.952380952381
"178",229,105,2019-06-03,26.2,0,37.1,27.42,1,0.82,0.45,2019,6,5913,3368,199157,99.491,93.763,59,3,546.341463414634
"179",230,105,2019-06-03,26.2,0,37.1,27.42,1,0.16,0.24,2019,6,5913,3368,199157,99.491,93.763,59,3,1500
"180",231,105,2019-06-03,26.2,0,37.1,27.42,1,0.12,0.16,2019,6,5913,3368,199157,99.491,93.763,59,3,1300
"181",232,105,2019-06-04,28.8,0,32.3,26.98,1,0.14,0.19,2019,6,5913,3368,199157,99.491,93.763,62,2,1335.71428571429
"182",233,105,2019-06-05,20.8,0,70.6,26.66,1,0.14,0.18,2019,6,5913,3368,199157,99.491,93.763,64,2,1264.28571428571
"183",235,105,2019-06-07,17,69,96,2.43,1,0.42,0.54,2019,6,5913,3368,199157,99.491,93.763,85,22,1295.23809523809
"184",236,105,2019-06-07,17,69,96,2.43,1,0.16,0.13,2019,6,5913,3368,199157,99.491,93.763,85,22,825
"185",237,105,2019-06-08,18.3,0,79.1,25.2,1,0.3,0.41,2019,6,5913,3368,199157,99.491,93.763,74,18,1380
"186",239,105,2019-06-10,16.2,3.5,85.8,12.37,1,0.6,0.57,2019,6,5913,3368,199157,99.491,93.763,80,16,942.5
"187",240,105,2019-06-10,16.2,3.5,85.8,12.37,1,0.5,0.34,2019,6,5913,3368,199157,99.491,93.763,80,16,678
"188",241,105,2019-06-11,15.9,1.5,81.4,7.19,1,0.92,0.65,2019,6,5913,3368,199157,99.491,93.763,73,14,707.608695652174
"189",242,105,2019-06-12,17.6,0,73.3,30.84,1,0.16,0.13,2019,6,5913,3368,199157,99.491,93.763,70,12,781.25
"190",243,105,2019-06-13,22.9,0,60,30.27,1,0.8,0.62,2019,6,5913,3368,199157,99.491,93.763,67,9,775
"191",244,105,2019-06-13,22.9,0,60,30.27,1,0.5,0.51,2019,6,5913,3368,199157,99.491,93.763,67,9,1014
"192",245,105,2019-06-14,21.7,4.5,63.3,13.62,1,0.7,0.69,2019,6,5913,3368,199157,99.491,93.763,69,7,991.428571428571
"193",246,105,2019-06-15,18.3,20.5,82.9,17.59,1,0.1,0.09,2019,6,5913,3368,199157,99.491,93.763,83,6,910
"194",247,105,2019-06-15,18.3,20.5,82.9,17.59,1,0.28,0.09,2019,6,5913,3368,199157,99.491,93.763,83,6,314.285714285714
"195",249,105,2019-06-17,20.8,0,74.1,27.94,1,0.26,0.09,2019,6,5913,3368,199157,99.491,93.763,70,13,361.538461538461
"196",250,105,2019-06-18,22.8,7.5,61.4,12.03,1,0.3,0.23,2019,6,5913,3368,199157,99.491,93.763,92,10,770
"197",251,105,2019-06-19,24.8,1.5,61,23.95,1,1.02,0.71,2019,6,5913,3368,199157,99.491,93.763,93,20,698.039215686274
"198",252,105,2019-06-20,26.8,0,52,28.89,1,2.54,1.19,2019,6,5913,3368,199157,99.491,93.763,80,19,466.929133858268
"199",253,105,2019-06-20,26.8,0,52,28.89,1,0.04,0.02,2019,6,5913,3368,199157,99.491,93.763,80,19,400
