"","X","jj","date","tmp","rain","humidity","insolation","market","volume","trade_price","year","month","area","output10a","output","total_indices","indices","X5humidity","X10humidity","y"
"39",179,105,2019-06-26,23.4,1.5,75,14.23,1,31.52,9.53,2019,6,102,6014,6112,99.491,76.265,75,8,302.41116751269
"40",180,105,2019-06-26,23.4,1.5,75,14.23,1,1.52,0.45,2019,6,102,6014,6112,99.491,76.265,75,8,296.052631578947
"41",187,105,2019-07-03,26,0,53.9,25.1,1,0.15,0.06,2019,7,102,6014,6112,99.187,76.265,71,5,400
"42",194,105,2019-07-10,18.9,53.5,94.9,3.74,1,3.2,0.48,2019,7,102,6014,6112,99.187,76.265,76,2,150
"43",201,105,2019-07-17,24.2,0,80.3,16.45,1,3.12,0.72,2019,7,102,6014,6112,99.187,76.265,86,19,230.769230769231
"44",202,105,2019-07-18,27.1,0,67.1,24.32,1,16,5.34,2019,7,102,6014,6112,99.187,76.265,77,17,333.59375
"45",204,105,2019-07-20,23.7,17.5,91.3,3.53,1,0.4,0.16,2019,7,102,6014,6112,99.187,76.265,73,11,400
"46",207,105,2019-07-23,31.2,0,54,24.46,1,0.4,0.13,2019,7,102,6014,6112,99.187,76.265,86,17,315
"47",208,105,2019-07-23,31.2,0,54,24.46,1,0.1,0.05,2019,7,102,6014,6112,99.187,76.265,86,17,460
"48",210,105,2019-07-25,30.5,1.5,65.4,17.69,1,0.4,0.15,2019,7,102,6014,6112,99.187,76.265,98,17,380
"49",211,105,2019-07-25,30.5,1.5,65.4,17.69,1,0.13,0.08,2019,7,102,6014,6112,99.187,76.265,98,17,631.2
"50",213,105,2019-07-27,28.3,0.5,76.6,23.78,1,0.35,0.1,2019,7,102,6014,6112,99.187,76.265,87,22,288
"51",216,105,2019-07-30,31.4,0,53.6,18.61,1,0.4,0.17,2019,7,102,6014,6112,99.187,76.265,97,20,430
"52",218,105,2019-08-01,31.4,0,57.5,22.38,1,0.28,0.1,2019,8,102,6014,6112,99.425,58.637,90,24,340
"53",220,105,2019-08-03,27.9,0,76,19.49,1,0.42,0.17,2019,8,102,6014,6112,99.425,58.637,84,16,400
"54",223,105,2019-08-06,26.5,2.5,79.3,17.04,1,0.52,0.18,2019,8,102,6014,6112,99.425,58.637,69,7,353.461538461539
"55",227,105,2019-08-10,27.3,0,81,14.13,1,0.28,0.12,2019,8,102,6014,6112,99.425,58.637,76,15,440
"56",251,105,2019-09-03,20.7,23.5,87.9,3.31,1,0.89,0.33,2019,9,102,6014,6112,99.794,61.56,87,6,365.842696629213
"57",257,105,2019-09-09,25.8,0.1,72,9.85,1,9.45,4.41,2019,9,102,6014,6112,99.794,61.56,92,18,466.666666666667
"58",272,105,2019-09-24,19.3,0,60.5,21.8,1,9.45,4.41,2019,9,102,6014,6112,99.794,61.56,88,12,466.666666666667
"59",282,105,2019-10-04,19.9,0,82.5,8.14,1,9.45,4.41,2019,10,102,6014,6112,100.041,62.596,90,20,466.666666666667
"60",289,105,2019-10-11,18.4,0.2,64.4,14.57,1,15.34,5.37,2019,10,102,6014,6112,100.041,62.596,73,17,350
"61",296,105,2019-10-18,15.1,1.5,85,2.08,1,9.45,4.41,2019,10,102,6014,6112,100.041,62.596,77,10,466.666666666667
"62",300,105,2019-10-22,16.2,0,73.4,12.68,1,9.45,4.41,2019,10,102,6014,6112,100.041,62.596,76,8,466.666666666667
"63",310,105,2019-11-01,16.7,0,60,13.73,1,9.45,4.41,2019,11,102,6014,6112,99.481,63.405,79,7,466.666666666667
"64",318,105,2019-11-09,9.5,1.5,66.5,4.39,1,0.05,0.02,2019,11,102,6014,6112,99.481,63.405,64,6,400
"65",323,105,2019-11-14,4.6,0,19.1,14.03,1,15.44,5.4,2019,11,102,6014,6112,99.481,63.405,35,14,350
"66",338,105,2019-11-29,4.8,0,68.1,6.39,1,0.52,0.27,2019,11,102,6014,6112,99.481,63.405,81,15,510
"67",356,105,2019-12-17,12.7,0,58.9,3.58,1,18.9,8.82,2019,12,102,6014,6112,99.719,68.504,94,21,466.666666666667
"68",360,105,2019-12-21,3.7,0,46.4,6.18,1,24.65,9.73,2019,12,102,6014,6112,99.719,68.504,72,10,394.7261663286
"69",362,105,2019-12-23,6.3,0,62.4,5.44,1,25.65,10.08,2019,12,102,6014,6112,99.719,68.504,89,19,392.982456140351
"70",363,105,2019-12-24,4.4,0,59,9.8,1,9.45,4.41,2019,12,102,6014,6112,99.719,68.504,87,18,466.666666666667
"71",373,105,2020-01-03,5.6,0,33.6,9.93,1,9.45,4.41,2020,1,76,5864,4455,100.09,79.78,67,5,466.666666666667
"72",384,105,2020-01-14,1.2,0,35,11.19,1,9.45,4.41,2020,1,76,5864,4455,100.09,79.78,59,5,466.666666666667
"73",413,105,2020-02-12,9.2,4.5,65.6,2.49,1,9.45,4.41,2020,2,76,5864,4455,100.16,85.65,78,12,466.666666666667
"74",415,105,2020-02-14,10.9,0,59.3,13.46,1,0.4,0.26,2020,2,76,5864,4455,100.16,85.65,85,12,650
"75",426,105,2020-02-25,6.5,43.5,82.5,1.12,1,9.45,4.41,2020,2,76,5864,4455,100.16,85.65,91,22,466.666666666667
"76",439,105,2020-03-09,10.1,0,70.4,14.45,1,9.45,4.41,2020,3,76,5864,4455,99.94,113.13,60,12,466.666666666667
"77",447,105,2020-03-17,8.2,0.1,57.3,17.75,1,1.71,2.8,2020,3,76,5864,4455,99.94,113.13,93,11,1634.48074679113
"78",448,105,2020-03-18,13.7,0,33,21.52,1,9.72,4.88,2020,3,76,5864,4455,99.94,113.13,69,13,502.160493827161
"79",449,105,2020-03-19,12.2,0.3,40.6,16.12,1,0.37,0.65,2020,3,76,5864,4455,99.94,113.13,62,13,1767.56756756757
"80",450,105,2020-03-20,11.5,0,29.1,20.63,1,0.29,0.52,2020,3,76,5864,4455,99.94,113.13,45,12,1769.62457337884
"81",453,105,2020-03-23,8.9,0,50.6,19.96,1,1.09,1.95,2020,3,76,5864,4455,99.94,113.13,39,9,1785.97616865261
"82",455,105,2020-03-25,10.9,0,69.1,17.23,1,0.94,1.69,2020,3,76,5864,4455,99.94,113.13,48,8,1805.88235294118
"83",456,105,2020-03-26,16.3,0,51.1,16.58,1,0.39,0.69,2020,3,76,5864,4455,99.94,113.13,52,7,1800
"84",457,105,2020-03-27,9.9,11.6,91.8,1.77,1,0.49,0.87,2020,3,76,5864,4455,99.94,113.13,91,8,1771.80527383367
"85",460,105,2020-03-30,9.8,0,65.3,21.91,1,1.2,2.16,2020,3,76,5864,4455,99.94,113.13,45,6,1796.41965029142
"86",461,105,2020-03-31,12.1,0,58.4,20.02,1,0.44,0.79,2020,3,76,5864,4455,99.94,113.13,41,6,1777.65237020316
"87",462,105,2020-04-01,9.3,5.2,70.1,4.09,1,0.99,1.79,2020,4,76,5864,4455,99.5,111.43,64,5,1801.10775427996
"88",463,105,2020-04-02,11.8,0,42.6,23.08,1,0.43,0.76,2020,4,76,5864,4455,99.5,111.43,65,5,1766.27906976744
"89",464,105,2020-04-03,15.3,0,20.5,23.81,1,0.2,0.35,2020,4,76,5864,4455,99.5,111.43,46,4,1769.23076923077
"90",467,105,2020-04-06,11.3,0,38,23.88,1,1.17,2.08,2020,4,76,5864,4455,99.5,111.43,47,3,1780.82191780822
"91",468,105,2020-04-07,13.1,0,47.4,17.04,1,0.26,0.48,2020,4,76,5864,4455,99.5,111.43,40,3,1866.66666666667
"92",469,105,2020-04-08,8.2,4.1,62.9,16.57,1,0.29,0.53,2020,4,76,5864,4455,99.5,111.43,36,3,1793.51535836178
"93",470,105,2020-04-09,8.6,0,53.6,18.77,1,0.64,1.3,2020,4,76,5864,4455,99.5,111.43,46,2,2025.66096423017
"94",471,105,2020-04-10,8.9,0,60.4,22.08,1,0.41,0.83,2020,4,76,5864,4455,99.5,111.43,45,2,2014.52784503632
"95",474,105,2020-04-13,9.4,0,50.4,23.41,1,0.83,1.68,2020,4,76,5864,4455,99.5,111.43,37,3,2028.98550724638
"96",475,105,2020-04-14,17.6,0,23.4,25.13,1,10,8.66,2020,4,76,5864,4455,99.5,111.43,39,3,865.6
"97",477,105,2020-04-16,10.9,0,70.6,20.48,1,0.84,1.67,2020,4,76,5864,4455,99.5,111.43,44,2,1995.22673031026
"98",478,105,2020-04-17,11.7,1.4,72.6,9,1,0.48,0.97,2020,4,76,5864,4455,99.5,111.43,88,2,2016.66666666667
"99",481,105,2020-04-20,11.9,8.7,65.4,17.69,1,3.57,5.03,2020,4,76,5864,4455,99.5,111.43,78,13,1407.7289274713
"100",482,105,2020-04-21,9.5,0,38,23.52,1,0.44,0.9,2020,4,76,5864,4455,99.5,111.43,47,12,2036.36363636364
"101",483,105,2020-04-22,8,0,37.9,26.65,1,1.47,2.17,2020,4,76,5864,4455,99.5,111.43,42,10,1480.54607508532
"102",484,105,2020-04-23,9.4,0,41,26.3,1,0.41,0.85,2020,4,76,5864,4455,99.5,111.43,47,8,2068.29268292683
"103",485,105,2020-04-24,12.3,0,32,23.7,1,7.13,7.72,2020,4,76,5864,4455,99.5,111.43,48,7,1083.08771929825
"104",490,105,2020-04-29,19.8,0,33.8,24.55,1,1.92,3.45,2020,4,76,5864,4455,99.5,111.43,47,3,1799.06054279749
"105",491,105,2020-04-30,21.4,0,32.9,24.98,1,0.8,1.2,2020,4,76,5864,4455,99.5,111.43,55,3,1504.40251572327
"106",492,105,2020-05-01,26.3,0,42.1,25.68,1,0.42,0.75,2020,5,76,5864,4455,99.44,102.25,71,3,1764.77541371158
"107",493,105,2020-05-02,24.9,0,52.8,21.14,1,0.67,1.16,2020,5,76,5864,4455,99.44,102.25,83,2,1740.6015037594
"108",495,105,2020-05-04,17.2,0.3,79.5,14.4,1,0.4,0.71,2020,5,76,5864,4455,99.44,102.25,66,2,1772.61306532663
"109",496,105,2020-05-05,15.2,0,76.9,13.58,1,0.41,0.71,2020,5,76,5864,4455,99.44,102.25,70,2,1748.77450980392
"110",497,105,2020-05-06,15.8,0,75.6,27.42,1,0.36,0.62,2020,5,76,5864,4455,99.44,102.25,53,2,1722.06703910615
"111",498,105,2020-05-07,15.3,0,59,21.58,1,0.38,0.67,2020,5,76,5864,4455,99.44,102.25,36,2,1745.43080939948
"112",499,105,2020-05-08,16.3,0.9,66.8,25.81,1,0.47,0.81,2020,5,76,5864,4455,99.44,102.25,44,2,1723.40425531915
"113",500,105,2020-05-09,15.2,26.7,93.5,6.02,1,0.8,1.35,2020,5,76,5864,4455,99.44,102.25,98,21,1690.625
"114",502,105,2020-05-11,20.9,0,36.8,27.76,1,0.49,0.83,2020,5,76,5864,4455,99.44,102.25,59,17,1695.69672131147
"115",503,105,2020-05-12,18.4,0,46.6,26.44,1,0.29,0.49,2020,5,76,5864,4455,99.44,102.25,79,16,1689.65517241379
"116",504,105,2020-05-13,20,0,30.5,28.93,1,0.58,0.98,2020,5,76,5864,4455,99.44,102.25,56,15,1676.67238421955
"117",505,105,2020-05-14,24.3,0,22.9,22.47,1,0.25,0.43,2020,5,76,5864,4455,99.44,102.25,49,13,1720
"118",506,105,2020-05-15,17.3,10,72.3,4.19,1,0.86,1.45,2020,5,76,5864,4455,99.44,102.25,85,12,1687.06293706294
"119",507,105,2020-05-16,15.9,0,88.4,7.07,1,0.62,1.05,2020,5,76,5864,4455,99.44,102.25,91,18,1681.38041733547
"120",510,105,2020-05-19,12.2,26,84.9,6.52,1,0.83,1.75,2020,5,76,5864,4455,99.44,102.25,88,20,2100.24009603841
"121",511,105,2020-05-20,10.8,5,81.4,10.58,1,0.41,0.87,2020,5,76,5864,4455,99.44,102.25,78,19,2128.67647058824
"122",512,105,2020-05-21,13,0,72.9,24.54,1,0.46,0.96,2020,5,76,5864,4455,99.44,102.25,66,18,2102.62008733624
"123",513,105,2020-05-22,14.1,4.1,81.1,10.85,1,0.57,1.2,2020,5,76,5864,4455,99.44,102.25,76,16,2129.20353982301
"124",514,105,2020-05-23,16.5,0,81.6,25.62,1,0.69,1.46,2020,5,76,5864,4455,99.44,102.25,77,15,2112.55411255411
"125",516,105,2020-05-25,21.7,0,55.8,20.2,1,0.55,1.14,2020,5,76,5864,4455,99.44,102.25,85,18,2089.90825688073
"126",517,105,2020-05-26,19.8,0,61,22.3,1,0.41,0.87,2020,5,76,5864,4455,99.44,102.25,85,17,2129.26829268293
"127",518,105,2020-05-27,20.1,0,45.1,29.77,1,0.47,0.99,2020,5,76,5864,4455,99.44,102.25,71,17,2131.18279569893
"128",519,105,2020-05-28,19.8,0,56.9,23.34,1,9.89,5.98,2020,5,76,5864,4455,99.44,102.25,71,15,604.246713852376
"129",520,105,2020-05-29,19.6,0,58.4,29.63,1,0.36,0.75,2020,5,76,5864,4455,99.44,102.25,59,14,2100
"130",521,105,2020-05-30,20.8,0,52.3,30.46,1,0.81,1.72,2020,5,76,5864,4455,99.44,102.25,56,12,2128.09405940594
"131",523,105,2020-06-01,23.8,0,44.6,29.54,1,0.33,0.68,2020,6,76,5864,4455,99.71,95.4,62,9,2059.4512195122
"132",524,105,2020-06-02,22,0,44,14.31,1,0.5,1.05,2020,6,76,5864,4455,99.71,95.4,69,8,2129.29292929293
"133",525,105,2020-06-03,25.1,0,54.8,27.94,1,0.39,0.84,2020,6,76,5864,4455,99.71,95.4,68,8,2128.49872773537
"134",526,105,2020-06-04,27.6,0,47.5,27.44,1,0.7,1.08,2020,6,76,5864,4455,99.71,95.4,70,7,1534.8506401138
"135",527,105,2020-06-05,20,0,78,13.52,1,1.32,1.86,2020,6,76,5864,4455,99.71,95.4,69,6,1411.36363636364
"136",528,105,2020-06-06,19.8,0,75.8,26.61,1,1.01,1.51,2020,6,76,5864,4455,99.71,95.4,58,5,1493.06930693069
